community__name,community__gnis_feature_id,community__census_code,community__census_area__name,community__census_area__gnis_feature_id,community__census_area__census_code,community__census_area__county_code,community__census_area__historical,community__census_area__notes,community__alaska_native_regional_corporation__name,community__latitude,community__longitude,community__aea_energy_region__name,community__dcra_community_id,year,total_population
Shageluk,1409306,68670,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",62.6822222,-159.5619444,Yukon-Koyukuk/Upper Tanana,6c699e75-8cd0-41ab-b2f9-66537dcc26f7,2004,128
Nome,1407125,54920,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,64.5011111,-165.4063889,Bering Straits,7831002d-cf78-477b-a4f8-b1c9bba1a96c,2004,3543
Kenai,1413299,38420,Kenai Peninsula Borough,1419972,99122,122,0,,"Cook Inlet Region, Incorporated",60.5544444,-151.2583333,Railbelt,873fdc7a-04c6-47fb-9926-34d524f0e919,2004,6875
Fort Yukon,1402276,26760,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",66.5647222,-145.2738889,Yukon-Koyukuk/Upper Tanana,55046141-8e15-453b-8d4b-377858142554,2004,605
Gakona,1402448,27420,Valdez-Cordova Census Area,1419984,99261,261,0,,"Ahtna, Incorporated",62.3019444,-145.3019444,Copper River/Chugach,c60b50ca-2a7a-47ef-89fb-35559aec8c19,2004,238
Primrose,1424646,64240,Kenai Peninsula Borough,1419972,99122,122,0,,,60.3436111,-149.3441667,Railbelt,4bcbf8dc-d38a-4971-8e56-d028e15acc44,2004,92
Wasilla,1411788,83080,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.5813889,-149.4394444,Railbelt,1120cf75-5bf9-47bb-a468-2589b2b89ffe,2004,6285
Scammon Bay,1409133,67680,Kusilvak Census Area,1419985,99270,158,0,"Formerly known as the Wade Hampton Census Area, FIPS code 270",The Thirteenth Regional Corp,61.8427778,-165.5816667,Lower Yukon-Kuskokwim,aeb89185-de2a-40f7-ad74-2e0ef5b0628b,2004,464
Lutak,1866960,45700,Haines Borough,1419970,99100,100,0,,,59.3411111,-135.5655556,,d61fa733-d9e1-4f50-b238-3fe969200e08,2004,42
Big Lake,1866933,7070,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.5213889,-149.9544444,Railbelt,6712351c-7dbe-422b-aa97-f5067c977e92,2004,2805
Whale Pass,1744590,84000,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,56.1152778,-133.1208333,Southeast,af275217-6ab8-4442-a7a8-047c865e2b6f,2004,65
Kivalina,1413348,39960,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",67.7269444,-164.5333333,Northwest Arctic,d0e03d80-1671-4b3e-ad86-f1e195e7467d,2004,372
Cooper Landing,1421192,17190,Kenai Peninsula Borough,1419972,99122,122,0,,,60.4900000,-149.8341667,Railbelt,ae982eeb-7ea9-4e27-87d5-4833b72b778a,2004,332
Susitna,1410439,74340,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.5436111,-150.5125000,,851e23c5-bb9d-40a2-b390-aa640d621ae2,2004,35
